Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
P62258	Q99759	7531	4215	YWHAE	MAP3K3	9452471:0492:LC|9452471:0024:LC|9452471:0004:LC|16407301:0018:LC|16407301:0492:LC|9452471:0018:LC|12392720:0019:LC|9452471:0096:LC|16407301:0096:LC
P62258	Q9GZV5	7531	25937	YWHAE	WWTR1	20936779:0398:HT|18227151:0019:LC|16099986:0019:LC|20936779:0018:HT
P62258	Q9UQ84	7531	9156	YWHAE	EXO1	22222486:0018:LC|21533173:0004:LC|21533173:0018:LC|22222486:0096:LC
P62258	Q9UQL6	7531	10014	YWHAE	HDAC5	10737771:0019:LC|10869435:0492:LC|11114197:0018:LC|10869435:0004:LC|10869435:0018:LC|11114197:0492:LC|11114197:0493:LC|10869435:0493:LC
P62304	P62306	6635	6636	SNRPE	SNRPF	9417867:0492:LC|22365833:0018:HT|18984161:0404:LC|9417867:0018:LC|18984161:0071:LC|11226169:0492:LC|11226169:0018:LC
P62304	P62308	6635	6637	SNRPE	SNRPG	9417867:0492:LC|18984161:0404:LC|9417867:0018:LC|18984161:0071:LC|11226169:0492:LC|11226169:0018:LC
P62304	P62316	6635	6633	SNRPE	SNRPD2	9417867:0018:LC|18984161:0404:LC
P62306	P62308	6636	6637	SNRPF	SNRPG	22365833:0018:HT|9417867:0018:LC
P62306	P62316	6636	6633	SNRPF	SNRPD2	9417867:0492:LC|22365833:0018:HT|9417867:0018:LC|11226169:0492:LC|11226169:0018:LC
P62308	Q16637	6637		SNRPG	SMN1|SMN2	10556282:0096:LC|9323129:0096:LC|10556282:0492:LC|9323129:0019:LC
P62310	P62312	27258	11157	LSM3	LSM6	25416956:0397:HT|25416956:1112:HT|11920408:0492:LC|25416956:0018:HT|25416956:1356:HT|15231747:0018:HT
P62310	Q9UK45	27258	51690	LSM3	LSM7	22365833:0018:HT|11920408:0018:LC|11920408:0492:LC|15231747:0492:HT|15231747:0018:HT
P62310	Q9Y333	27258	57819	LSM3	LSM2	14667819:0018:HT|21516116:0018:HT|16169070:0398:HT|11920408:0492:LC|25416956:0018:HT|15231747:0018:HT|16189514:0398:HT|15231747:0492:HT|25416956:1112:HT|25416956:0397:HT|16189514:0018:HT|14667819:0492:HT|27107012:2215:LC|25416956:0007:HT|25416956:1356:HT|22365833:0018:HT|16169070:0018:HT|27107012:1356:LC|11920408:0018:LC|25416956:0231:HT|27107012:1203:LC
P62310	Q9Y4Y9	27258	23658	LSM3	LSM5	11920408:0024:LC|15231747:0018:HT|11920408:0492:LC
P62312	Q9UK45	11157	51690	LSM6	LSM7	22365833:0018:HT|11920408:0024:LC|11920408:0492:LC|15231747:0018:HT
P62312	Q9Y333	11157	57819	LSM6	LSM2	22365833:0018:HT|11920408:0024:LC|11920408:0492:LC
P62312	Q9Y4Y9	11157	23658	LSM6	LSM5	22365833:0018:HT|11920408:0024:LC|11920408:0492:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|15231747:0018:HT
P62314	P62316	6632	6633	SNRPD1	SNRPD2	12975319:0493:LC|9417867:0018:LC|10025403:0114:LC
P62314	Q16637	6632		SNRPD1	SMN1|SMN2	9323129:0492:LC|9323129:0096:LC|10942426:0492:LC|10942426:0401:LC|9323129:0493:LC
P62316	Q16637	6633		SNRPD2	SMN1|SMN2	9323129:0492:LC|10942426:0492:LC|10942426:0401:LC|9323129:0493:LC
P62318	Q31612	6634	3106	SNRPD3	HLA-B	22722860:0114:LC
P62318	Q8WXD5	6634	79833	SNRPD3	GEMIN6	15939020:0004:LC|11748230:0004:LC|15939020:0096:LC|15939020:0492:LC|11748230:0492:LC
P62324	Q99873	694	3276	BTG1	PRMT1	8663146:0096:LC|11856371:0492:LC|11856371:0018:LC|8663146:0018:LC|14734530:0492:LC|14734530:0018:LC|8663146:0492:LC
P62324	Q9UFF9	694	9337	BTG1	CNOT8	16189514:0398:HT|11136725:0018:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|21900206:0018:HT|11136725:0492:LC|11136725:0096:LC
P62324	Q9UIV1	694	29883	BTG1	CNOT7	9820826:0493:LC|9820826:0492:LC|9820826:0096:LC|25416956:0231:HT|11136725:0493:LC|21900206:0018:HT|11136725:0492:LC|9820826:0018:LC|11136725:0018:LC|11136725:0096:LC
P62328	P63261	7114	71	TMSB4X	ACTG1	15163409:0492:LC|8617195:0096:LC|8617195:0493:LC|15163409:0493:LC|8630056:0492:LC|8617195:0492:LC|8630056:0493:LC|10848969:0493:LC|15163409:0114:LC|9153421:0492:LC|10848969:0492:LC|9153421:0493:LC
P62330	P62330	382	382	ARF6	ARF6	16099990:0114:LC|20709080:0114:LC|19644450:0114:LC|11266366:0114:LC
P62330	Q02241	382	9493	ARF6	KIF23	22522702:0004:LC|22580824:0018:LC|22522702:0416:LC|22580824:0096:LC
P62333	P62333	5706	5706	PSMC6	PSMC6	16501559:0493:LC|25416956:0397:HT|25416956:0018:HT
P62491	P62491	8766	8766	RAB11A	RAB11A	14699104:0492:LC|26258637:0114:LC|14699104:0114:LC|24248336:0114:LC
P62491	Q5JSH3	8766	54521	RAB11A	WDR44	10464283:0493:LC|10464283:0492:LC|10077598:0492:LC|10077598:0493:LC
P62491	Q6WKZ4	8766	80223	RAB11A	RAB11FIP1	11495908:0493:LC|11495908:0018:LC|15181150:0019:LC|11786538:0492:LC|11786538:0493:LC|11786538:0096:LC|11495908:0492:LC|11495908:0047:LC|11786538:0018:LC|15181150:0047:LC
P62491	Q7L804	8766	22841	RAB11A	RAB11FIP2	11495908:0018:LC|16905101:0226:LC|15304524:0493:LC|16905101:0018:LC|11481332:0018:LC|15304524:0018:LC|16905101:0114:LC|11495908:0493:LC|11495908:0047:LC|11994279:0493:LC|11495908:0492:LC|11994279:0492:LC|24056041:0114:LC|11994279:0018:LC|15304524:0492:LC
P62491	Q86YS3	8766	84440	RAB11A	RAB11FIP4	12470645:0047:LC|17030804:0096:LC|17030804:0018:LC|12470645:0492:LC|12470645:0018:LC
P62491	Q96CV9	8766	10133	RAB11A	OPTN	16905101:0114:LC|17626244:0018:LC|24056041:0096:LC|17626244:0428:LC|24056041:0018:LC|24056041:0004:LC
P62491	Q96QF0	8766	117177	RAB11A	RAB3IP	21273506:0018:LC|26258637:0114:LC|21273506:0416:LC
P62491	Q9BXF6	8766	26056	RAB11A	RAB11FIP5	11163216:0492:LC|11495908:0018:LC|11163216:0493:LC|11495908:0492:LC|11163216:0018:LC|11495908:0493:LC|12554740:0019:LC
P62491	Q9UBF8	8766	5298	RAB11A	PI4KB	26756197:0114:LC
P62491	Q9UFM0	8766		RAB11A	DKFZP434H018	11163216:0492:LC|11495908:0018:LC|11163216:0493:LC|11481332:0018:LC|11495908:0492:LC|11163216:0018:LC|11495908:0493:LC|11163216:0004:LC|11163216:0096:LC
P62491	Q9ULV0	8766	4645	RAB11A	MYO5B	11495908:0018:LC|24248336:0114:LC|11408590:0018:LC|17507647:0018:LC
P62495	Q7KZX8	2107		ETF1	Q7KZX8	9712840:0018:LC|9928949:0493:LC|9712840:0004:LC|9928949:0018:LC|9712840:0493:LC
P62508	P62508	2104	2104	ESRRG	ESRRG	25416956:0397:HT|25416956:0018:HT|12180985:0047:LC|16990259:0114:LC|15161930:0114:LC|12180985:0096:LC|16307879:0114:LC|11864604:0114:LC
P62508	Q15788	2104	8648	ESRRG	NCOA1	11864604:0096:LC|11864604:0114:LC|15604093:0018:HT|15161930:0114:LC|11864604:0492:LC
P62508	Q9UBK2	2104	10891	ESRRG	PPARGC1A	12181319:0492:LC|12470660:0492:LC|19171140:0107:LC|19171140:0096:LC|19914244:0107:LC
P62805	P68431			HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	HIST1H3A|HIST1H3B|HIST1H3C|HIST1H3D|HIST1H3E|HIST1H3F|HIST1H3G|HIST1H3H|HIST1H3I|HIST1H3J	20498094:0071:LC|25416956:0231:HT|26966247:0114:LC|20739937:0826:LC|20498094:0038:LC
P62805	P84243			HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	H3F3A|H3F3B	PDB_4H9O:0114:LC|23142979:0114:LC|27338793:0114:LC|PDB_4H9P:0114:LC|PDB_4H9R:0114:LC|26167883:0114:LC|PDB_4H9Q:0114:LC|PDB_4H9N:0114:LC
P62805	Q09472		2033	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	EP300	16332960:0415:LC|15611041:0415:LC|8945521:0415:LC|11689448:0415:LC|18418072:0415:LC|18397880:0415:LC|15308690:0415:LC|11691934:0415:LC|14612423:0415:LC|16287840:0415:LC|14752096:0415:LC|11689053:0415:LC|11884585:0415:LC|23587423:0415:LC|16415179:0415:LC|16717280:0415:LC|16109717:0415:LC|11983172:0415:LC|17982102:0415:LC|14585496:0415:LC|12237408:0415:LC|25728767:0415:LC|20368990:0415:LC|10607594:0415:LC|16096645:0415:LC|15951563:0415:LC|22100137:0415:LC|11163245:0415:LC|11830591:0415:LC
P62805	Q12830		2186	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	BPTF	21596426:0053:LC|21596426:0096:LC|21596426:0065:LC|21596426:0114:LC|21596426:0004:LC|21596426:0686:LC|21596426:0081:LC
P62805	Q12888		7158	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	TP53BP1	22373579:0096:LC|16415788:0107:LC|16415788:0096:LC|23377543:0114:LC|23377543:0096:LC|16415788:0047:LC|23377543:0686:LC|17190600:0686:LC|23377543:0077:LC|17190600:0114:LC|22373579:0065:LC|17190600:0492:LC
P62805	Q13547		3065	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	HDAC1	10220385:0406:LC|21983900:0071:LC
P62805	Q16576		5931	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	RBBP7	18571423:0114:LC|18571423:0096:LC|18571423:0107:LC
P62805	Q6PL18		29028	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	ATAD2	26459632:0114:LC
P62805	Q71DI3			HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	HIST2H3A|HIST2H3C|HIST2H3D	26167883:0114:LC
P62805	Q8NCD3		55355	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	HJURP	21478274:0096:LC|21478274:0114:LC
P62805	Q8WTS6		80854	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	SETD7	11779497:0415:LC|15525938:0415:LC
P62805	Q92784		8110	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	DPF3	20613843:0114:LC
P62805	Q92793		1387	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	CREBBP	10097092:0415:LC|15005629:0415:LC|18400184:0114:LC|24361270:0077:LC|24361270:0017:LC|24361270:0114:LC|14720327:0415:LC|11163245:0415:LC
P62805	Q92794		7994	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	KAT6A	11742995:0415:LC|23431171:0415:LC|17925393:0415:LC
P62805	Q92830		2648	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	KAT2A	16287840:0415:LC|18206973:0415:LC|8684459:0415:LC|14752096:0415:LC|16096645:0415:LC
P62805	Q92831		8850	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	KAT2B	11163245:0415:LC|18663001:0415:LC|11818576:0415:LC|16415179:0415:LC|15611041:0415:LC|10958685:0415:LC|8684459:0415:LC|14752096:0415:LC|11830591:0415:LC
P62805	Q92993		10524	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	KAT5	10096020:0492:LC|24525235:0889:LC|15005629:0415:LC|21668587:0415:LC|16287840:0415:LC|19783983:0415:LC|16844118:0415:LC|22100137:0415:LC|25865756:0415:LC|20351180:0415:LC
P62805	Q96HA7		4796	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	TONSL	27338793:0114:LC
P62805	Q96LA8		55170	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	PRMT6	18079182:0415:LC|23349634:0415:LC
P62805	Q96MN8			HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	Q96MN8	25494638:0415:LC|21806967:0114:LC|24412544:0415:LC
P62805	Q99873		3276	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	PRMT1	17426288:0096:LC|11387442:0415:LC|24726341:0515:LC|17043108:0415:LC|12704081:0415:LC|15345777:0492:LC|15911693:0415:LC|17426288:0415:LC|22498736:0415:LC|21085121:0515:LC|17264152:0415:LC
P62805	Q9BZK7		79718	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	TBL1XR1	12628926:0004:LC|12628926:0493:LC|12628926:0492:LC|15601853:0492:LC|12628926:0096:LC
P62805	Q9H7Z6		84148	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	KAT8	23415232:0415:LC|16227571:0415:LC
P62805	Q9H8M2		65980	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	BRD9	26365797:0114:LC
P62805	Q9NQR1			HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	KMT5A	21983900:0071:LC|15933070:0114:LC|12121615:0415:LC|15933069:0515:LC|15933069:0107:LC|18512960:0114:LC|15933069:0686:LC|19088188:0114:LC|15933069:0114:LC|15964846:0415:LC
P62805	Q9NVP2		55723	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	ASF1B	12842904:0493:LC|12842904:0492:LC|26167883:0114:LC
P62805	Q9UER7		1616	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	DAXX	PDB_4H9O:0114:LC|23142979:0114:LC|PDB_4H9Q:0114:LC|23075851:0096:LC|PDB_4H9P:0114:LC|23142979:0096:LC|PDB_4H9R:0114:LC|23075851:0114:LC|12140263:0004:LC|23075851:0004:LC|PDB_4H9N:0114:LC|12140263:0071:LC
P62805	Q9Y294		25842	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	ASF1A	15664198:0004:LC|10759893:0018:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|10759893:0492:LC|15664198:0492:LC
P62805	Q9Y468		26013	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	L3MBTL1	18026117:0114:LC|17540172:0492:LC|17540172:0096:LC
P62805	Q9Y5B9		11198	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	SUPT16H	26966247:0114:LC
P62805	Q9Y6Q9		8202	HIST1H4A|HIST1H4B|HIST1H4C|HIST1H4D|HIST1H4E|HIST1H4F|HIST1H4H|HIST1H4I|HIST1H4J|HIST1H4K|HIST1H4L|HIST2H4A|HIST2H4B|HIST4H4	NCOA3	14747462:0415:LC|11163245:0415:LC
P62820	Q08379	5861	2801	RAB1A	GOLGA2	11739401:0492:LC|11739401:0096:LC|12788069:0018:LC|11739401:0018:LC
P62820	Q8TBA6	5861	9950	RAB1A	GOLGA5	12538640:0096:LC|12656988:0492:LC|12656988:0493:LC|12656988:0004:LC|12656988:0018:LC|12538640:0018:LC|12538640:0492:LC|12538640:0493:LC
P62820	Q9UI14	5861	10567	RAB1A	RABAC1	9341137:0018:LC|16189514:0398:HT|16189514:0018:HT
P62826	P62826	5901	5901	RAN	RAN	19505478:0114:LC|26272610:0114:LC|9637251:0493:LC|9637251:0492:LC|10078529:0114:LC|9305944:0114:LC|14684163:0492:LC|24449914:0114:LC|14684163:0493:LC
P62826	Q14974	5901	3837	RAN	KPNB1	9045717:0492:LC|9135132:0492:LC|7615630:0114:LC|9045717:0096:LC|10037787:0004:LC|10037787:0096:LC|10037787:0492:LC|10367892:0114:LC|9135132:0047:LC|8576188:0492:LC
P62826	Q8IXJ6	5901	22933	RAN	SIRT2	27226597:0114:LC
P62826	Q92973	5901	3842	RAN	TNPO1	10353245:0114:LC|10353245:0024:LC|10353245:0492:LC
P62826	Q99666	5901		RAN	RGPD5|RGPD6	11774384:0018:LC|21988832:0018:HT
P62826	Q9BSK3	5901		RAN	Q9BSK3	7744835:0492:LC|7744835:0096:LC|10394366:0096:LC|10394366:0492:LC|9219684:0492:LC
P62826	Q9UI26	5901	51194	RAN	IPO11	11809816:0493:LC|11032817:0096:LC|11032817:0018:LC
P62826	Q9Y5L0	5901	23534	RAN	TNPO3	24915079:0114:LC|24449914:0114:LC
P62826	V9HWE4	5901		RAN	HEL161	21988832:0018:HT|11774384:0018:LC
P62834	P62834	5906	5906	RAP1A	RAP1A	10224125:0492:LC|7791872:0492:LC
P62834	Q12967	5906	5900	RAP1A	RALGDS	10922060:0018:LC|23236378:0018:LC|15856025:0018:LC
P62834	Q8N4Y1	5906		RAP1A	Q8N4Y1	11786539:0018:LC|10085114:0493:LC|10085114:0492:LC|10922060:0018:LC|10085114:0018:LC|10085114:0096:LC
P62834	Q8TEU7	5906	51735	RAP1A	RAPGEF6	12581858:0492:LC|11524421:0493:LC|12581858:0493:LC|11524421:0415:LC|11524421:0492:LC
P62834	Q8WZA2	5906	11069	RAP1A	RAPGEF4	10777494:0415:LC|15856025:0018:LC
P62834	Q92565	5906	9771	RAP1A	RAPGEF5	10777494:0415:LC|15856025:0018:LC|10934204:0492:LC|10934204:0415:LC
P62834	Q9Y4G8	5906	9693	RAP1A	RAPGEF2	10608883:0492:LC|10608844:0492:LC|10608844:0493:LC|10934204:0492:LC|10934204:0493:LC|10608883:0493:LC|10934204:0096:LC|10608844:0096:LC|10934204:0415:LC
P62837	P62837	7322	7322	UBE2D2	UBE2D2	20061386:0415:LC|20061386:0096:LC|PDB_2CLW:0114:LC|10848595:0493:LC|15062086:0114:LC|20484052:0415:LC
P62837	P98170	7322	331	UBE2D2	XIAP	21113135:0018:LC|19549727:0397:HT|19549727:0096:HT|19549727:0415:HT|19549727:0018:HT
P62837	Q00987	7322	4193	UBE2D2	MDM2	20705607:0071:LC|15280377:0415:LC|15280377:0096:LC|24127580:0415:LC|20705607:0096:LC
P62837	Q05086	7322	7337	UBE2D2	UBE3A	9990509:0415:LC|9182527:0096:LC|9182527:0018:LC
P62837	Q13489	7322	330	UBE2D2	BIRC3	21113135:0018:LC|22902369:0107:LC|18784070:0114:LC|22902369:0096:LC|18784070:0096:LC
P62837	Q14258	7322	7706	UBE2D2	TRIM25	22350887:0096:LC|22350887:0415:LC|19549727:0397:HT|19549727:0018:HT
P62837	Q68DV7	7322	54894	UBE2D2	RNF43	19690564:0397:HT|18313049:0096:LC|18313049:0415:LC|19690564:0018:HT
P62837	Q6ZSG1	7322	494470	UBE2D2	RNF165	19690564:0397:HT|26656854:0114:LC|26656854:0096:LC|19690564:0018:HT
P62837	Q8TDB6	7322	151636	UBE2D2	DTX3L	19549727:0397:HT|12670957:0492:LC|12670957:0493:LC|12670957:0004:LC|19549727:0018:HT
P62837	Q96BH1	7322	64320	UBE2D2	RNF25	19549727:0397:HT|19690564:0397:HT|19690564:0018:HT|26475854:0096:LC|19549727:0018:HT|24901938:0415:LC|24901938:0096:LC|26475854:0114:LC
P62837	Q96CA5	7322	79444	UBE2D2	BIRC7	21113135:0018:LC|22902369:0114:LC|22902369:0096:LC|22902369:0107:LC
P62837	Q96EP1	7322	55743	UBE2D2	CHFR	11912157:0096:LC|19549727:0397:HT|19549727:0018:HT|11912157:0415:LC
P62837	Q96FW1	7322	55611	UBE2D2	OTUB1	22325355:0114:LC|19549727:0018:HT|22325355:0096:LC
P62837	Q96PU5	7322	23327	UBE2D2	NEDD4L	20064473:0114:LC|19953087:0096:HT
P62837	Q99496	7322	6045	UBE2D2	RNF2	19549727:0397:HT|19549727:0018:HT|11513855:0415:LC
P62837	Q9BZY9	7322	11074	UBE2D2	TRIM31	19549727:0397:HT|19549727:0018:HT|21143188:0018:LC
P62837	Q9C035	7322	85363	UBE2D2	TRIM5	12878161:0096:LC|12878161:0415:LC|19549727:0018:HT
P62837	Q9H0F5	7322	152006	UBE2D2	RNF38	25801170:0114:LC|19549727:0397:HT|19549727:0018:HT|25801170:0096:LC
P62837	Q9UKV5	7322	267	UBE2D2	AMFR	11724934:0493:LC|11724934:0096:LC|19549727:0397:HT|19690564:0397:HT|19690564:0018:HT|19549727:0018:HT|11724934:0415:LC|11724934:0492:LC
P62837	Q9Y297	7322	8945	UBE2D2	BTRC	10531035:0415:LC|10918611:0492:LC|10918611:0024:LC
P62837	Q9Y577	7322	51127	UBE2D2	TRIM17	22493164:0096:HT|19549727:0397:HT|19549727:0018:HT|21143188:0018:LC
P62873	P63215	2782	2785	GNB1	GNG3	8636150:0492:LC|11294873:0018:LC|11294873:0492:LC|8636150:0018:LC
P62873	P63218	2782	2787	GNB1	GNG5	25416956:0231:HT|8636150:0018:LC
P62873	Q13371	2782	5082	GNB1	PDCL	25675501:0114:LC|15889144:0096:LC|15889144:0019:LC|15889144:0493:LC|25675501:0004:LC
P62877	P63208	9978	6500	RBX1	SKP1	11961546:0018:LC|10531037:0018:LC|12481031:0018:LC|12481031:0493:LC|10531037:0492:LC|11961546:0493:LC|10531037:0493:LC|11961546:0492:LC|11961546:0114:LC|12481031:0492:LC
P62877	Q13616	9978	8454	RBX1	CUL1	19245792:0415:LC|18805092:0096:LC|19250909:0415:LC|24949976:0415:LC|15361859:0415:LC|21765416:0114:LC|18805092:0114:LC|12609982:0007:LC|12609982:0004:LC|12565873:0096:LC|12565873:0415:LC|11961546:0492:LC|11956208:0019:LC|12609982:0019:LC|18805092:0415:LC|24949976:0114:LC|24949976:1010:LC|24949976:0997:LC|10230407:0004:LC|20399188:0096:LC|10230407:0018:LC|20399188:0071:LC|11956208:0004:LC|18805092:0030:LC|21765416:0028:LC|15537541:0114:LC|11961546:0114:LC|18805092:0826:LC
P62877	Q13617	9978	8453	RBX1	CUL2	10579999:0004:LC|17132228:0415:LC|10579999:0415:LC|17132228:0004:LC|19250909:0415:LC|17132228:0096:LC|10230407:0004:LC|10230407:0018:LC
P62877	Q13618	9978	8452	RBX1	CUL3	19250909:0415:LC|11311237:0493:LC
P62877	Q13619	9978	8451	RBX1	CUL4A	15448697:0018:LC|18593899:0004:LC|19250909:0415:LC|16964240:0114:LC|18593899:0493:LC|10230407:0018:LC
P62877	Q13620	9978	8450	RBX1	CUL4B	19250909:0415:LC|12609982:0492:LC|12609982:0004:LC|23238014:0071:LC|23238014:0007:LC
P62877	Q86VP6	9978	55832	RBX1	CAND1	12609982:0004:LC|12504026:0004:LC|12504026:0006:LC|12609982:0492:LC|12504026:0492:LC|12609982:0019:LC|15537541:0114:LC
P62877	Q8N3Y1	9978	26259	RBX1	FBXW8	12481031:0004:LC|12481031:0018:LC|10531037:0493:LC|10531037:0492:LC|10531037:0018:LC|12481031:0493:LC|12481031:0492:LC
P62877	Q93034	9978	8065	RBX1	CUL5	14564014:0493:LC|18805092:0114:LC|18805092:0415:LC|19250909:0415:LC|10230407:0018:LC|14564014:0019:LC
